#截止2023-09-25，中国移动IP地址段共计5791条。移动AS区域
#IP起始	结束	数量	网络
111.3.176.0	111.3.191.255	4096	111.3.176.0/20
111.8.0.0	111.8.255.255	65536	111.8.0.0/16
111.8.1.0	111.8.1.255	256	111.8.1.0/24
111.8.3.0	111.8.3.255	256	111.8.3.0/24
111.8.4.0	111.8.4.255	256	111.8.4.0/24
111.8.5.0	111.8.5.255	256	111.8.5.0/24
111.8.6.0	111.8.6.255	256	111.8.6.0/24
111.8.7.0	111.8.7.255	256	111.8.7.0/24
111.8.8.0	111.8.8.255	256	111.8.8.0/24
111.8.9.0	111.8.9.255	256	111.8.9.0/24
111.8.18.0	111.8.18.255	256	111.8.18.0/24
111.8.32.0	111.8.32.255	256	111.8.32.0/24
111.8.32.0	111.8.63.255	8192	111.8.32.0/19
111.8.33.0	111.8.33.255	256	111.8.33.0/24
111.8.34.0	111.8.34.255	256	111.8.34.0/24
111.8.35.0	111.8.35.255	256	111.8.35.0/24
111.8.36.0	111.8.36.255	256	111.8.36.0/24
111.8.37.0	111.8.37.255	256	111.8.37.0/24
111.8.38.0	111.8.38.255	256	111.8.38.0/24
111.8.39.0	111.8.39.255	256	111.8.39.0/24
111.8.40.0	111.8.40.255	256	111.8.40.0/24
111.8.41.0	111.8.41.255	256	111.8.41.0/24
111.8.42.0	111.8.42.255	256	111.8.42.0/24
111.8.43.0	111.8.43.255	256	111.8.43.0/24
111.8.46.0	111.8.46.255	256	111.8.46.0/24
111.8.47.0	111.8.47.255	256	111.8.47.0/24
111.8.52.0	111.8.52.255	256	111.8.52.0/24
111.8.53.0	111.8.53.255	256	111.8.53.0/24
111.8.54.0	111.8.54.255	256	111.8.54.0/24
111.8.55.0	111.8.55.255	256	111.8.55.0/24
111.8.57.0	111.8.57.255	256	111.8.57.0/24
111.8.58.0	111.8.58.255	256	111.8.58.0/24
111.8.59.0	111.8.59.255	256	111.8.59.0/24
111.8.60.0	111.8.60.255	256	111.8.60.0/24
111.8.61.0	111.8.61.255	256	111.8.61.0/24
111.8.62.0	111.8.62.255	256	111.8.62.0/24
111.8.63.0	111.8.63.255	256	111.8.63.0/24
111.8.68.0	111.8.68.255	256	111.8.68.0/24
111.8.68.0	111.8.71.255	1024	111.8.68.0/22
111.8.69.0	111.8.69.255	256	111.8.69.0/24
111.8.70.0	111.8.71.255	512	111.8.70.0/23
111.8.72.0	111.8.73.255	512	111.8.72.0/23
111.8.72.0	111.8.75.255	1024	111.8.72.0/22
111.8.74.0	111.8.74.255	256	111.8.74.0/24
111.8.75.0	111.8.75.255	256	111.8.75.0/24
111.8.76.0	111.8.79.255	1024	111.8.76.0/22
111.8.78.0	111.8.78.255	256	111.8.78.0/24
111.8.80.0	111.8.80.255	256	111.8.80.0/24
111.8.80.0	111.8.83.255	1024	111.8.80.0/22
111.8.81.0	111.8.81.255	256	111.8.81.0/24
111.8.82.0	111.8.82.255	256	111.8.82.0/24
111.8.83.0	111.8.83.255	256	111.8.83.0/24
111.8.84.0	111.8.87.255	1024	111.8.84.0/22
111.8.86.0	111.8.86.255	256	111.8.86.0/24
111.8.88.0	111.8.88.255	256	111.8.88.0/24
111.8.88.0	111.8.95.255	2048	111.8.88.0/21
111.8.89.0	111.8.89.255	256	111.8.89.0/24
111.8.92.0	111.8.92.255	256	111.8.92.0/24
111.8.96.0	111.8.99.255	1024	111.8.96.0/22
111.8.98.0	111.8.98.255	256	111.8.98.0/24
111.8.99.0	111.8.99.255	256	111.8.99.0/24
111.8.100.0	111.8.103.255	1024	111.8.100.0/22
111.8.104.0	111.8.107.255	1024	111.8.104.0/22
111.8.108.0	111.8.108.255	256	111.8.108.0/24
111.8.108.0	111.8.111.255	1024	111.8.108.0/22
111.8.109.0	111.8.109.255	256	111.8.109.0/24
111.8.110.0	111.8.110.255	256	111.8.110.0/24
111.8.111.0	111.8.111.255	256	111.8.111.0/24
111.8.112.0	111.8.112.255	256	111.8.112.0/24
111.8.112.0	111.8.113.255	512	111.8.112.0/23
111.8.112.0	111.8.119.255	2048	111.8.112.0/21
111.8.113.0	111.8.113.255	256	111.8.113.0/24
111.8.114.0	111.8.115.255	512	111.8.114.0/23
111.8.116.0	111.8.116.255	256	111.8.116.0/24
111.8.116.0	111.8.117.255	512	111.8.116.0/23
111.8.116.0	111.8.119.255	1024	111.8.116.0/22
111.8.117.0	111.8.117.255	256	111.8.117.0/24
111.8.118.0	111.8.118.255	256	111.8.118.0/24
111.8.119.0	111.8.119.255	256	111.8.119.0/24
111.8.120.0	111.8.120.255	256	111.8.120.0/24
111.8.120.0	111.8.127.255	2048	111.8.120.0/21
111.8.121.0	111.8.121.255	256	111.8.121.0/24
111.8.122.0	111.8.122.255	256	111.8.122.0/24
111.8.128.0	111.8.128.255	256	111.8.128.0/24
111.8.128.0	111.8.135.255	2048	111.8.128.0/21
111.8.129.0	111.8.129.255	256	111.8.129.0/24
111.8.130.0	111.8.130.255	256	111.8.130.0/24
111.8.136.0	111.8.139.255	1024	111.8.136.0/22
111.8.142.0	111.8.143.255	512	111.8.142.0/23
111.8.144.0	111.8.147.255	1024	111.8.144.0/22
111.8.147.0	111.8.147.255	256	111.8.147.0/24
111.8.149.0	111.8.149.255	256	111.8.149.0/24
111.8.150.0	111.8.150.255	256	111.8.150.0/24
111.8.150.0	111.8.151.255	512	111.8.150.0/23
111.8.152.0	111.8.152.255	256	111.8.152.0/24
111.8.152.0	111.8.155.255	1024	111.8.152.0/22
111.8.153.0	111.8.153.255	256	111.8.153.0/24
111.8.154.0	111.8.154.255	256	111.8.154.0/24
111.8.155.0	111.8.155.255	256	111.8.155.0/24
111.8.156.0	111.8.156.255	256	111.8.156.0/24
111.8.156.0	111.8.159.255	1024	111.8.156.0/22
111.8.157.0	111.8.157.255	256	111.8.157.0/24
111.8.159.0	111.8.159.255	256	111.8.159.0/24
111.8.160.0	111.8.163.255	1024	111.8.160.0/22
111.8.164.0	111.8.167.255	1024	111.8.164.0/22
111.8.165.0	111.8.165.255	256	111.8.165.0/24
111.8.166.0	111.8.166.255	256	111.8.166.0/24
111.8.166.0	111.8.167.255	512	111.8.166.0/23
111.8.167.0	111.8.167.255	256	111.8.167.0/24
111.8.168.0	111.8.175.255	2048	111.8.168.0/21
111.8.170.0	111.8.171.255	512	111.8.170.0/23
111.8.172.0	111.8.175.255	1024	111.8.172.0/22
111.8.175.0	111.8.175.255	256	111.8.175.0/24
111.8.176.0	111.8.177.255	512	111.8.176.0/23
111.8.178.0	111.8.179.255	512	111.8.178.0/23
111.8.180.0	111.8.180.255	256	111.8.180.0/24
111.8.180.0	111.8.181.255	512	111.8.180.0/23
111.8.180.0	111.8.183.255	1024	111.8.180.0/22
111.8.181.0	111.8.181.255	256	111.8.181.0/24
111.8.182.0	111.8.183.255	512	111.8.182.0/23
111.8.184.0	111.8.185.255	512	111.8.184.0/23
111.8.184.0	111.8.187.255	1024	111.8.184.0/22
111.8.187.0	111.8.187.255	256	111.8.187.0/24
111.8.188.0	111.8.191.255	1024	111.8.188.0/22
111.8.190.0	111.8.190.255	256	111.8.190.0/24
111.8.191.0	111.8.191.255	256	111.8.191.0/24
111.8.192.0	111.8.193.255	512	111.8.192.0/23
111.8.192.0	111.8.199.255	2048	111.8.192.0/21
111.8.196.0	111.8.197.255	512	111.8.196.0/23
111.8.200.0	111.8.200.255	256	111.8.200.0/24
111.8.200.0	111.8.203.255	1024	111.8.200.0/22
111.8.203.0	111.8.203.255	256	111.8.203.0/24
111.8.204.0	111.8.207.255	1024	111.8.204.0/22
111.8.208.0	111.8.211.255	1024	111.8.208.0/22
111.8.210.0	111.8.210.255	256	111.8.210.0/24
111.8.212.0	111.8.213.255	512	111.8.212.0/23
111.8.212.0	111.8.215.255	1024	111.8.212.0/22
111.8.214.0	111.8.215.255	512	111.8.214.0/23
111.8.216.0	111.8.223.255	2048	111.8.216.0/21
111.8.219.0	111.8.219.255	256	111.8.219.0/24
111.8.220.0	111.8.220.255	256	111.8.220.0/24
111.8.222.0	111.8.222.255	256	111.8.222.0/24
111.8.224.0	111.8.224.255	256	111.8.224.0/24
111.8.224.0	111.8.225.255	512	111.8.224.0/23
111.8.228.0	111.8.231.255	1024	111.8.228.0/22
111.8.232.0	111.8.239.255	2048	111.8.232.0/21
111.8.235.0	111.8.235.255	256	111.8.235.0/24
111.8.236.0	111.8.236.255	256	111.8.236.0/24
111.8.239.0	111.8.239.255	256	111.8.239.0/24
111.8.240.0	111.8.240.255	256	111.8.240.0/24
111.8.240.0	111.8.247.255	2048	111.8.240.0/21
111.8.241.0	111.8.241.255	256	111.8.241.0/24
111.8.242.0	111.8.242.255	256	111.8.242.0/24
111.8.243.0	111.8.243.255	256	111.8.243.0/24
111.8.248.0	111.8.251.255	1024	111.8.248.0/22
111.8.252.0	111.8.252.255	256	111.8.252.0/24
111.8.252.0	111.8.255.255	1024	111.8.252.0/22
111.8.253.0	111.8.253.255	256	111.8.253.0/24
111.8.254.0	111.8.254.255	256	111.8.254.0/24
111.8.255.0	111.8.255.255	256	111.8.255.0/24
111.22.0.0	111.22.15.255	4096	111.22.0.0/20
111.22.0.0	111.22.255.255	65536	111.22.0.0/16
111.22.1.0	111.22.1.255	256	111.22.1.0/24
111.22.4.0	111.22.4.255	256	111.22.4.0/24
111.22.5.0	111.22.5.255	256	111.22.5.0/24
111.22.14.0	111.22.14.255	256	111.22.14.0/24
111.22.15.0	111.22.15.255	256	111.22.15.0/24
111.22.16.0	111.22.31.255	4096	111.22.16.0/20
111.22.27.0	111.22.27.255	256	111.22.27.0/24
111.22.29.0	111.22.29.255	256	111.22.29.0/24
111.22.32.0	111.22.32.255	256	111.22.32.0/24
111.22.32.0	111.22.39.255	2048	111.22.32.0/21
111.22.32.0	111.22.47.255	4096	111.22.32.0/20
111.22.33.0	111.22.33.255	256	111.22.33.0/24
111.22.34.0	111.22.34.255	256	111.22.34.0/24
111.22.35.0	111.22.35.255	256	111.22.35.0/24
111.22.36.0	111.22.36.255	256	111.22.36.0/24
111.22.37.0	111.22.37.255	256	111.22.37.0/24
111.22.38.0	111.22.38.255	256	111.22.38.0/24
111.22.39.0	111.22.39.255	256	111.22.39.0/24
111.22.40.0	111.22.47.255	2048	111.22.40.0/21
111.22.42.0	111.22.43.255	512	111.22.42.0/23
111.22.44.0	111.22.44.255	256	111.22.44.0/24
111.22.45.0	111.22.45.255	256	111.22.45.0/24
111.22.46.0	111.22.46.255	256	111.22.46.0/24
111.22.47.0	111.22.47.255	256	111.22.47.0/24
111.22.48.0	111.22.55.255	2048	111.22.48.0/21
111.22.51.0	111.22.51.255	256	111.22.51.0/24
111.22.56.0	111.22.59.255	1024	111.22.56.0/22
111.22.60.0	111.22.63.255	1024	111.22.60.0/22
111.22.68.0	111.22.71.255	1024	111.22.68.0/22
111.22.70.0	111.22.70.255	256	111.22.70.0/24
111.22.71.0	111.22.71.255	256	111.22.71.0/24
111.22.72.0	111.22.72.255	256	111.22.72.0/24
111.22.72.0	111.22.75.255	1024	111.22.72.0/22
111.22.76.0	111.22.76.255	256	111.22.76.0/24
111.22.76.0	111.22.79.255	1024	111.22.76.0/22
111.22.79.0	111.22.79.255	256	111.22.79.0/24
111.22.80.0	111.22.95.255	4096	111.22.80.0/20
111.22.92.0	111.22.92.255	256	111.22.92.0/24
111.22.96.0	111.22.96.255	256	111.22.96.0/24
111.22.96.0	111.22.111.255	4096	111.22.96.0/20
111.22.98.0	111.22.98.255	256	111.22.98.0/24
111.22.98.0	111.22.99.255	512	111.22.98.0/23
111.22.99.0	111.22.99.255	256	111.22.99.0/24
111.22.100.0	111.22.100.255	256	111.22.100.0/24
111.22.100.0	111.22.101.255	512	111.22.100.0/23
111.22.101.0	111.22.101.255	256	111.22.101.0/24
111.22.104.0	111.22.104.255	256	111.22.104.0/24
111.22.104.0	111.22.107.255	1024	111.22.104.0/22
111.22.110.0	111.22.110.255	256	111.22.110.0/24
111.22.112.0	111.22.119.255	2048	111.22.112.0/21
111.22.117.0	111.22.117.255	256	111.22.117.0/24
111.22.118.0	111.22.118.255	256	111.22.118.0/24
111.22.119.0	111.22.119.255	256	111.22.119.0/24
111.22.120.0	111.22.120.255	256	111.22.120.0/24
111.22.120.0	111.22.121.255	512	111.22.120.0/23
111.22.120.0	111.22.127.255	2048	111.22.120.0/21
111.22.122.0	111.22.122.255	256	111.22.122.0/24
111.22.125.0	111.22.125.255	256	111.22.125.0/24
111.22.126.0	111.22.126.255	256	111.22.126.0/24
111.22.127.0	111.22.127.255	256	111.22.127.0/24
111.22.128.0	111.22.128.255	256	111.22.128.0/24
111.22.128.0	111.22.135.255	2048	111.22.128.0/21
111.22.130.0	111.22.130.255	256	111.22.130.0/24
111.22.131.0	111.22.131.255	256	111.22.131.0/24
111.22.132.0	111.22.132.255	256	111.22.132.0/24
111.22.136.0	111.22.137.255	512	111.22.136.0/23
111.22.136.0	111.22.139.255	1024	111.22.136.0/22
111.22.138.0	111.22.138.255	256	111.22.138.0/24
111.22.139.0	111.22.139.255	256	111.22.139.0/24
111.22.140.0	111.22.143.255	1024	111.22.140.0/22
111.22.141.0	111.22.141.255	256	111.22.141.0/24
111.22.142.0	111.22.142.255	256	111.22.142.0/24
111.22.144.0	111.22.151.255	2048	111.22.144.0/21
111.22.146.0	111.22.146.255	256	111.22.146.0/24
111.22.149.0	111.22.149.255	256	111.22.149.0/24
111.22.152.0	111.22.153.255	512	111.22.152.0/23
111.22.153.0	111.22.153.255	256	111.22.153.0/24
111.22.154.0	111.22.154.255	256	111.22.154.0/24
111.22.154.0	111.22.155.255	512	111.22.154.0/23
111.22.156.0	111.22.157.255	512	111.22.156.0/23
111.22.158.0	111.22.158.255	256	111.22.158.0/24
111.22.160.0	111.22.163.255	1024	111.22.160.0/22
111.22.164.0	111.22.165.255	512	111.22.164.0/23
111.22.164.0	111.22.167.255	1024	111.22.164.0/22
111.22.166.0	111.22.166.255	256	111.22.166.0/24
111.22.167.0	111.22.167.255	256	111.22.167.0/24
111.22.168.0	111.22.171.255	1024	111.22.168.0/22
111.22.172.0	111.22.172.255	256	111.22.172.0/24
111.22.172.0	111.22.175.255	1024	111.22.172.0/22
111.22.173.0	111.22.173.255	256	111.22.173.0/24
111.22.174.0	111.22.174.255	256	111.22.174.0/24
111.22.175.0	111.22.175.255	256	111.22.175.0/24
111.22.176.0	111.22.176.255	256	111.22.176.0/24
111.22.176.0	111.22.183.255	2048	111.22.176.0/21
111.22.177.0	111.22.177.255	256	111.22.177.0/24
111.22.178.0	111.22.178.255	256	111.22.178.0/24
111.22.179.0	111.22.179.255	256	111.22.179.0/24
111.22.180.0	111.22.180.255	256	111.22.180.0/24
111.22.181.0	111.22.181.255	256	111.22.181.0/24
111.22.182.0	111.22.182.255	256	111.22.182.0/24
111.22.183.0	111.22.183.255	256	111.22.183.0/24
111.22.184.0	111.22.191.255	2048	111.22.184.0/21
111.22.186.0	111.22.186.255	256	111.22.186.0/24
111.22.192.0	111.22.192.255	256	111.22.192.0/24
111.22.192.0	111.22.199.255	2048	111.22.192.0/21
111.22.193.0	111.22.193.255	256	111.22.193.0/24
111.22.200.0	111.22.200.255	256	111.22.200.0/24
111.22.200.0	111.22.207.255	2048	111.22.200.0/21
111.22.201.0	111.22.201.255	256	111.22.201.0/24
111.22.202.0	111.22.202.255	256	111.22.202.0/24
111.22.203.0	111.22.203.255	256	111.22.203.0/24
111.22.204.0	111.22.204.255	256	111.22.204.0/24
111.22.205.0	111.22.205.255	256	111.22.205.0/24
111.22.208.0	111.22.208.255	256	111.22.208.0/24
111.22.208.0	111.22.215.255	2048	111.22.208.0/21
111.22.209.0	111.22.209.255	256	111.22.209.0/24
111.22.210.0	111.22.210.255	256	111.22.210.0/24
111.22.211.0	111.22.211.255	256	111.22.211.0/24
111.22.212.0	111.22.212.255	256	111.22.212.0/24
111.22.213.0	111.22.213.255	256	111.22.213.0/24
111.22.214.0	111.22.214.255	256	111.22.214.0/24
111.22.215.0	111.22.215.255	256	111.22.215.0/24
111.22.216.0	111.22.216.255	256	111.22.216.0/24
111.22.216.0	111.22.223.255	2048	111.22.216.0/21
111.22.217.0	111.22.217.255	256	111.22.217.0/24
111.22.218.0	111.22.218.255	256	111.22.218.0/24
111.22.219.0	111.22.219.255	256	111.22.219.0/24
111.22.220.0	111.22.220.255	256	111.22.220.0/24
111.22.223.0	111.22.223.255	256	111.22.223.0/24
111.22.224.0	111.22.224.255	256	111.22.224.0/24
111.22.225.0	111.22.225.255	256	111.22.225.0/24
111.22.226.0	111.22.226.255	256	111.22.226.0/24
111.22.227.0	111.22.227.255	256	111.22.227.0/24
111.22.228.0	111.22.231.255	1024	111.22.228.0/22
111.22.231.0	111.22.231.255	256	111.22.231.0/24
111.22.232.0	111.22.239.255	2048	111.22.232.0/21
111.22.240.0	111.22.240.255	256	111.22.240.0/24
111.22.240.0	111.22.243.255	1024	111.22.240.0/22
111.22.241.0	111.22.241.255	256	111.22.241.0/24
111.22.243.0	111.22.243.255	256	111.22.243.0/24
111.22.244.0	111.22.244.255	256	111.22.244.0/24
111.22.244.0	111.22.247.255	1024	111.22.244.0/22
111.22.245.0	111.22.245.255	256	111.22.245.0/24
111.22.248.0	111.22.248.255	256	111.22.248.0/24
111.22.248.0	111.22.255.255	2048	111.22.248.0/21
111.22.249.0	111.22.249.255	256	111.22.249.0/24
111.22.250.0	111.22.250.255	256	111.22.250.0/24
111.22.251.0	111.22.251.255	256	111.22.251.0/24
111.22.252.0	111.22.252.255	256	111.22.252.0/24
111.22.253.0	111.22.253.255	256	111.22.253.0/24
111.22.254.0	111.22.254.255	256	111.22.254.0/24
111.22.255.0	111.22.255.255	256	111.22.255.0/24
111.23.0.0	111.23.0.255	256	111.23.0.0/24
111.23.0.0	111.23.255.255	65536	111.23.0.0/16
111.23.1.0	111.23.1.255	256	111.23.1.0/24
111.23.3.0	111.23.3.255	256	111.23.3.0/24
111.23.4.0	111.23.4.255	256	111.23.4.0/24
111.23.5.0	111.23.5.255	256	111.23.5.0/24
111.23.6.0	111.23.6.255	256	111.23.6.0/24
111.23.7.0	111.23.7.255	256	111.23.7.0/24
111.23.8.0	111.23.8.255	256	111.23.8.0/24
111.23.9.0	111.23.9.255	256	111.23.9.0/24
111.23.10.0	111.23.10.255	256	111.23.10.0/24
111.23.11.0	111.23.11.255	256	111.23.11.0/24
111.23.12.0	111.23.12.255	256	111.23.12.0/24
111.23.15.0	111.23.15.255	256	111.23.15.0/24
111.23.16.0	111.23.17.255	512	111.23.16.0/23
111.23.18.0	111.23.19.255	512	111.23.18.0/23
111.23.19.0	111.23.19.255	256	111.23.19.0/24
111.23.20.0	111.23.20.255	256	111.23.20.0/24
111.23.21.0	111.23.21.255	256	111.23.21.0/24
111.23.22.0	111.23.23.255	512	111.23.22.0/23
111.23.24.0	111.23.24.255	256	111.23.24.0/24
111.23.24.0	111.23.25.255	512	111.23.24.0/23
111.23.25.0	111.23.25.255	256	111.23.25.0/24
111.23.27.0	111.23.27.255	256	111.23.27.0/24
111.23.28.0	111.23.29.255	512	111.23.28.0/23
111.23.29.0	111.23.29.255	256	111.23.29.0/24
111.23.30.0	111.23.30.255	256	111.23.30.0/24
111.23.30.0	111.23.31.255	512	111.23.30.0/23
111.23.33.0	111.23.33.255	256	111.23.33.0/24
111.23.34.0	111.23.35.255	512	111.23.34.0/23
111.23.35.0	111.23.35.255	256	111.23.35.0/24
111.23.36.0	111.23.39.255	1024	111.23.36.0/22
111.23.37.0	111.23.37.255	256	111.23.37.0/24
111.23.40.0	111.23.41.255	512	111.23.40.0/23
111.23.42.0	111.23.42.255	256	111.23.42.0/24
111.23.42.0	111.23.43.255	512	111.23.42.0/23
111.23.43.0	111.23.43.255	256	111.23.43.0/24
111.23.44.0	111.23.44.255	256	111.23.44.0/24
111.23.44.0	111.23.47.255	1024	111.23.44.0/22
111.23.48.0	111.23.48.255	256	111.23.48.0/24
111.23.52.0	111.23.55.255	1024	111.23.52.0/22
111.23.56.0	111.23.59.255	1024	111.23.56.0/22
111.23.58.0	111.23.58.255	256	111.23.58.0/24
111.23.60.0	111.23.60.255	256	111.23.60.0/24
111.23.60.0	111.23.63.255	1024	111.23.60.0/22
111.23.61.0	111.23.61.255	256	111.23.61.0/24
111.23.62.0	111.23.62.255	256	111.23.62.0/24
111.23.63.0	111.23.63.255	256	111.23.63.0/24
111.23.64.0	111.23.95.255	8192	111.23.64.0/19
111.23.65.0	111.23.65.255	256	111.23.65.0/24
111.23.66.0	111.23.66.255	256	111.23.66.0/24
111.23.67.0	111.23.67.255	256	111.23.67.0/24
111.23.68.0	111.23.68.255	256	111.23.68.0/24
111.23.69.0	111.23.69.255	256	111.23.69.0/24
111.23.70.0	111.23.70.255	256	111.23.70.0/24
111.23.71.0	111.23.71.255	256	111.23.71.0/24
111.23.72.0	111.23.72.255	256	111.23.72.0/24
111.23.80.0	111.23.80.255	256	111.23.80.0/24
111.23.81.0	111.23.81.255	256	111.23.81.0/24
111.23.82.0	111.23.82.255	256	111.23.82.0/24
111.23.84.0	111.23.84.255	256	111.23.84.0/24
111.23.85.0	111.23.85.255	256	111.23.85.0/24
111.23.86.0	111.23.86.255	256	111.23.86.0/24
111.23.87.0	111.23.87.255	256	111.23.87.0/24
111.23.88.0	111.23.88.255	256	111.23.88.0/24
111.23.92.0	111.23.92.255	256	111.23.92.0/24
111.23.93.0	111.23.93.255	256	111.23.93.0/24
111.23.94.0	111.23.94.255	256	111.23.94.0/24
111.23.95.0	111.23.95.255	256	111.23.95.0/24
111.23.96.0	111.23.96.255	256	111.23.96.0/24
111.23.96.0	111.23.99.255	1024	111.23.96.0/22
111.23.100.0	111.23.101.255	512	111.23.100.0/23
111.23.104.0	111.23.104.255	256	111.23.104.0/24
111.23.104.0	111.23.111.255	2048	111.23.104.0/21
111.23.105.0	111.23.105.255	256	111.23.105.0/24
111.23.106.0	111.23.106.255	256	111.23.106.0/24
111.23.107.0	111.23.107.255	256	111.23.107.0/24
111.23.108.0	111.23.108.255	256	111.23.108.0/24
111.23.109.0	111.23.109.255	256	111.23.109.0/24
111.23.110.0	111.23.110.255	256	111.23.110.0/24
111.23.111.0	111.23.111.255	256	111.23.111.0/24
111.23.112.0	111.23.112.255	256	111.23.112.0/24
111.23.112.0	111.23.115.255	1024	111.23.112.0/22
111.23.116.0	111.23.119.255	1024	111.23.116.0/22
111.23.120.0	111.23.127.255	2048	111.23.120.0/21
111.23.126.0	111.23.126.255	256	111.23.126.0/24
111.23.128.0	111.23.128.255	256	111.23.128.0/24
111.23.128.0	111.23.129.255	512	111.23.128.0/23
111.23.130.0	111.23.130.255	256	111.23.130.0/24
111.23.130.0	111.23.131.255	512	111.23.130.0/23
111.23.133.0	111.23.133.255	256	111.23.133.0/24
111.23.136.0	111.23.143.255	2048	111.23.136.0/21
111.23.137.0	111.23.137.255	256	111.23.137.0/24
111.23.138.0	111.23.139.255	512	111.23.138.0/23
111.23.139.0	111.23.139.255	256	111.23.139.0/24
111.23.140.0	111.23.140.255	256	111.23.140.0/24
111.23.141.0	111.23.141.255	256	111.23.141.0/24
111.23.144.0	111.23.151.255	2048	111.23.144.0/21
111.23.152.0	111.23.155.255	1024	111.23.152.0/22
111.23.155.0	111.23.155.255	256	111.23.155.0/24
111.23.156.0	111.23.159.255	1024	111.23.156.0/22
111.23.159.0	111.23.159.255	256	111.23.159.0/24
111.23.160.0	111.23.163.255	1024	111.23.160.0/22
111.23.162.0	111.23.162.255	256	111.23.162.0/24
111.23.163.0	111.23.163.255	256	111.23.163.0/24
111.23.164.0	111.23.164.255	256	111.23.164.0/24
111.23.164.0	111.23.167.255	1024	111.23.164.0/22
111.23.165.0	111.23.165.255	256	111.23.165.0/24
111.23.167.0	111.23.167.255	256	111.23.167.0/24
111.23.168.0	111.23.171.255	1024	111.23.168.0/22
111.23.169.0	111.23.169.255	256	111.23.169.0/24
111.23.173.0	111.23.173.255	256	111.23.173.0/24
111.23.174.0	111.23.175.255	512	111.23.174.0/23
111.23.176.0	111.23.176.255	256	111.23.176.0/24
111.23.177.0	111.23.177.255	256	111.23.177.0/24
111.23.178.0	111.23.179.255	512	111.23.178.0/23
111.23.180.0	111.23.180.255	256	111.23.180.0/24
111.23.180.0	111.23.183.255	1024	111.23.180.0/22
111.23.182.0	111.23.182.255	256	111.23.182.0/24
111.23.190.0	111.23.191.255	512	111.23.190.0/23
111.23.192.0	111.23.192.255	256	111.23.192.0/24
111.23.192.0	111.23.195.255	1024	111.23.192.0/22
111.23.193.0	111.23.193.255	256	111.23.193.0/24
111.23.194.0	111.23.195.255	512	111.23.194.0/23
111.23.196.0	111.23.197.255	512	111.23.196.0/23
111.23.198.0	111.23.199.255	512	111.23.198.0/23
111.23.200.0	111.23.201.255	512	111.23.200.0/23
111.23.200.0	111.23.203.255	1024	111.23.200.0/22
111.23.204.0	111.23.205.255	512	111.23.204.0/23
111.23.204.0	111.23.207.255	1024	111.23.204.0/22
111.23.206.0	111.23.207.255	512	111.23.206.0/23
111.23.209.0	111.23.209.255	256	111.23.209.0/24
111.23.210.0	111.23.211.255	512	111.23.210.0/23
111.23.212.0	111.23.212.255	256	111.23.212.0/24
111.23.212.0	111.23.215.255	1024	111.23.212.0/22
111.23.213.0	111.23.213.255	256	111.23.213.0/24
111.23.214.0	111.23.214.255	256	111.23.214.0/24
111.23.215.0	111.23.215.255	256	111.23.215.0/24
111.23.216.0	111.23.216.255	256	111.23.216.0/24
111.23.216.0	111.23.219.255	1024	111.23.216.0/22
111.23.217.0	111.23.217.255	256	111.23.217.0/24
111.23.220.0	111.23.223.255	1024	111.23.220.0/22
111.23.224.0	111.23.227.255	1024	111.23.224.0/22
111.23.230.0	111.23.231.255	512	111.23.230.0/23
111.23.231.0	111.23.231.255	256	111.23.231.0/24
111.23.237.0	111.23.237.255	256	111.23.237.0/24
111.23.238.0	111.23.238.255	256	111.23.238.0/24
111.23.241.0	111.23.241.255	256	111.23.241.0/24
111.23.243.0	111.23.243.255	256	111.23.243.0/24
111.23.244.0	111.23.247.255	1024	111.23.244.0/22
111.23.246.0	111.23.247.255	512	111.23.246.0/23
111.23.248.0	111.23.248.255	256	111.23.248.0/24
111.23.248.0	111.23.251.255	1024	111.23.248.0/22
111.23.249.0	111.23.249.255	256	111.23.249.0/24
111.23.250.0	111.23.251.255	512	111.23.250.0/23
111.23.252.0	111.23.255.255	1024	111.23.252.0/22
111.23.253.0	111.23.253.255	256	111.23.253.0/24
111.23.254.0	111.23.255.255	512	111.23.254.0/23
111.25.0.0	111.25.31.255	8192	111.25.0.0/19
111.25.0.0	111.25.127.255	32768	111.25.0.0/17
111.25.0.0	111.25.255.255	65536	111.25.0.0/16
111.25.2.0	111.25.3.255	512	111.25.2.0/23
111.25.6.0	111.25.7.255	512	111.25.6.0/23
111.25.10.0	111.25.11.255	512	111.25.10.0/23
111.25.14.0	111.25.15.255	512	111.25.14.0/23
111.25.16.0	111.25.23.255	2048	111.25.16.0/21
111.25.32.0	111.25.47.255	4096	111.25.32.0/20
111.25.48.0	111.25.55.255	2048	111.25.48.0/21
111.25.58.0	111.25.59.255	512	111.25.58.0/23
111.25.60.0	111.25.63.255	1024	111.25.60.0/22
111.25.62.0	111.25.63.255	512	111.25.62.0/23
111.25.64.0	111.25.79.255	4096	111.25.64.0/20
111.25.80.0	111.25.87.255	2048	111.25.80.0/21
111.25.120.0	111.25.127.255	2048	111.25.120.0/21
111.25.128.0	111.25.135.255	2048	111.25.128.0/21
111.25.128.0	111.25.255.255	32768	111.25.128.0/17
111.25.136.0	111.25.137.255	512	111.25.136.0/23
111.25.231.0	111.25.231.255	256	111.25.231.0/24
